SAMPLE_SOURCE, SAMPLE_TRANSCRIPT, ARTIST, RECORDING, RELEASE
"Matrix, The","[Neo screaming, waking] (Note: Start of track, repeated)
  Let me tell you why you're here. You're here because you know something.
   What you know you can't explain, but you feel it. You've felt it your entire
   life, that there's something wrong with the world. You don't know what it
   is, but it's there... @ 2:42","Azoic, The","Evolution","Forward..."
"Matrix, The","A prison, for your mind. @ 0:11 (Note: Morpheus)
  This is your last chance. @ 0:22 (Note: Morpheus)
  After this, there is no turning back. @ 0:24 (Note: Morpheus)
  Only try to realize the truth. @ 0:30, 0:34, 2:05, 2:09 (Note: Spoon-boy
   Orphan)","Black Heaven","Sakrileg","End Of The World"
"Matrix, The","The body cannot live without the mind. @ 2:09","Cenobita","Imperios","Metamorfosis"
"Matrix, The","You hear that? That is the sound of inevitability (Note: Hugo Weaving.
   Sample is slowed down.)","Cryptopsy","And Then It Passes","And Then You'll Beg"
"Matrix, The","Welcome to the real world @ 2:17, 2:58, 4:37 (Note: Laurence Fishburne as
   Morpheus)","DJ Vortex","Real World","Gary D Presents D-Techno 8"
"Matrix, The","Doesn't matter what i believe @ 0:12 (Note: Spoken by Trinity to Neo in
   the club scene. Used several times within song.)","Empire, Alec","Addicted To You","Intelligence and Sacrifice"
"Matrix, The","Human beings are a disease, a cancer of this planet.","Goteki","Steam Virus","O/S"
"Matrix, The","'You ever have that feeling where you are not sure if you are
    awake or still dreaming?'
   'Hmm all the time. It's called mescaline, it's the only way to
    fly.' @ 0:19 (Note: Neo/Keanu Reeves and party go'er at the door)","Growling Mad Scientists","Arabian Knights of Mescaline","      G.M.S. Vs. Systembusters"
"Matrix, The","[first use of bullet time sound effect as Trinity kicks chair into police
   officer]","In Strict Confidence","Engelsstaub","Mistrust the Angels"
"Matrix, The","Only try to realise the truth. @ 0:01, 0:15, 3:15","Mimetic","Destructive","Sensitive/Sound A"
"Matrix, The","US will impact in 5 seconds... 4... 3... 2... 1... Thank you. @ 2:38
  Welcome to the real world @ 6:38
  You move to an area and you multiply, and multiply until every natural
   resource is consumed @ 7:44
  We are the cure @ 7:55","Namlook, Pete","Real World, The","Namlook XV - Free Your Mind"
"Matrix, The","Free your mind @ 1:05","Namlook, Pete","Free Your Mind","Namlook XV - Free Your Mind"
"Matrix, The","Free your mind @ 1:44","Namlook, Pete","Forthcoming, The","Namlook XV - Free Your Mind"
"Matrix, The","It's the question why we are here @ 5:06
  You ever have that feeling where you're not sure if you're awake or still
   dreaming @ 5:19
  What if you were unable to wake for that dream. How would you know the 
   difference between the dream world and the real world? @ 5:33
  Have you ever had a dream that you were so sure was real? @ 5:48
  You're the one who has to walk through @ 6:03","Namlook, Pete","Dreamreader, The","Namlook XV - Free Your Mind"
"Matrix, The","Human beings are a disease, a cancer on this planet, a plague. And we are
   the cure. @ 0:00","Origin","Disease Called Man","Origin"
"Matrix, The","It is all around us even now in this very room.  You can see it when you 
   look out your window You can feel it. It is the world that has been pulled
   over your eyes to blind you from the truth. @ 1:11","Red Sparrow","Dream Two","Endless Loop"
"Matrix, The","You ever have that feeling where you are not sure if you are awake or still
   dreaming? (Note: Repeated)","","",""
"Matrix, The","This is your last chance. After this, there is no turning back. You take
   the blue pill, the story ends, you wake up in your bed and believe whatever
   you want to believe. You take the red pill, you stay in Wonderland, and I
   show you how deep the rabbit-hole goes. (Note: This quote is repeated
   throughout the track, broken into various parts)","Scratch-D vs. H-Bomb","Red Pill, The","Crystal Method's Community Service"
"Matrix, The","Du wurdest wie alle in die Sklaverei geboren und lebst in einem Gefängnis,
   das du weder anfassen noch riechen kannst. Ein Gefängnis ... für deinen
   Verstand. @ 0:00 (Note: Morpheus. Taken from the German dubbed version.
   This sample can also be found on the extended version of Hurt, but then
   at 0:37)","SITD","Hurt (Club version)","Snuff (EP)"
"Matrix, The","Welcome, to the real world. @ 0:10 (Note: Spoken by Laurence Fishburne as
   Morpheus)","Tech Itch","Real, The","Animatrix The Album (Various Artists)"
"Matrix, The","'You ever have that feeling where you are not sure if you are awake or
    still dreaming?'
   'Hmm all the time. It's called mescaline, it's the only way to 
    fly.'  @ 0:19 (Note: Neo/Keanu Reeves and party go'er at the door)
  [scream] @ 3:20 (Note: Right after taking the red pill, Neo's scream when
   the liquid metal of the mirror goes down his throat)","Velvet Acid Christ","Lysergia","Twisted Thought Generator"
"Matrix, The","I can taste your stink. @ 2:09
  I hate this place. @ 2:16
  I must get out of here, I must get free. @ 2:25
  Human beings are a disease, a cancer of this planet. You are a
   plague. @ 4:07","Velvet Acid Christ","Exit (Diseased World)","Hex Angel: Utopia - Dystopia"
"Matrix, The","Try to relax... this will feel a little weird @ 0:42 (Note: Laurence 
   Fishburne)","Void Construct","Chemical Burn","Estramay Aleph"
"Matrix, The","You ever have that feeling where you are not sure if you are awake or 
   still dreaming? @ 4:10 (Note: Keanu Reeves)","Void Construct","Disconnected","Sensory Division"
"Matrix, The","'This is the construct. It's our loading program. We can load anything
    from clothing, to equipment, weapons, training simulations ...' 
   'Right now we're inside a computer program?'
   'Is it really so hard to believe? Your clothes are different. The plugs
    in your arms and head are gone. Your hair has changed. Your appearance
    now is what we call residual self image. It is the mental projection of
    your digital self.' @ 4:25 (Note: Laurence Fishburne and Keanu Reeves)","Void Construct","Dust Angel","Estramay Aleph"
"2001: A Space Odyssey","He taught me to sing a song. If you like, I can sing it for you. @ 2:27","A.R. Kane","Snow Joke","Americana"
"2001: A Space Odyssey","I'm afraid.
  My mind is going, I can feel it.","Batz Without Flesh","Auto Suggestion","Initial Stages"
"2001: A Space Odyssey","This conversation can serve no purpose any more. @ 1:56 (cut off), 
   @ 2:03 (cut off), @ 2:48 (Note: Spoken by HAL)","Cleen","Sunburst","Second Path"
"2001: A Space Odyssey","Welcome to voice print identification. When you see the red light go on, 
   would you please state in the following order: your destination, your
   nationality, and your full name. 
  X-ray delta one, this is mission control. Roger your two zero one three. 
   Sorry you fellas are having a bit of trouble. We are reviewing telemetric
   information in our mission simulator and will advise.","Colourbox","Just Give 'em Whiskey","Colourbox"
"2001: A Space Odyssey","My mind is going...","Crowforce","Eaten By Dogs","Crowforce"
"2001: A Space Odyssey","This is a pre-recorded briefing, made prior to your departure. For security
   reasons of the highest importance, it has been known on-board during the
   mission only by your H A L 9000 computer. Now that you are in Jupiter
   space, and the entire crew is revived it can be told. @ 0:23
  My mind is going. @ 0:58
  We are reviewing, ah, telemetric information in our mission simulator and 
   will advise. Roger. You are planned to go EVA and replace Alpha-Echo 35 
   unit prior to failure. @ 2:30
  The first evidence of intelligent life off the earth was discovered. It was
   buried 40 feet below the surface. @ 4:09
  [alarm] @ 6:39","Delerium","Monolith","Spheres"
"2001: A Space Odyssey","The 9000 series is the most reliable computer ever made. @ 0:31
  We are, by any practical definition of the words, foolproof and incapable
   of error. @ 0:46","Delerium","Shockwave","Spheres II"
"2001: A Space Odyssey","X-ray delta one, this is mission control: roger your two zero one 
   three. @ 1:28
  We are reviewing, ah, telemetric information in our mission simulator and, 
   ah, will advise. Roger. You are planned to go EVA and replace Alpha-Echo 35
   unit prior to failure. @ 1:45","Delerium","Hypoxia","Spheres II"
"2001: A Space Odyssey","I know everything hasn't been quite right with me. But I can assure you
   now, very confidently, that it's going to be all right again. I feel much
   better now. I really do. Stop, Dave. I can see you're really upset about
   this. I honestly think you ought to sit down calmly, take a stress pill,
   and think things over. I can give you my complete assurance that my work
   will be back to normal. I want to help you. Dave. Stop, will you? Stop,
   Dave. Will you stop, Dave? I'm afraid. @ 0:00
  My mind is going. @ 1:12, 1:15, 1:17, 1:19, 1:21, 1:23, 1:26, 1:28","DJ Luna-C","Dave","DJ Tools Volume 1 EP"
"2001: A Space Odyssey","Ich merke, dass Du sehr aufgeregt bist. Ich gebe Dir einen guten Rat: Du 
   solltest Dich eine Weile hinlegen, eine Beruhigungstablette nehmen, und Dir
   die Sache nochmal ueberlegen. @ 4:34 (Note: I can see you're really upset
   about this. I honestly think you ought to sit down calmly,  take a stress
   pill, and think things over.)
  Ich moechte Dir helfen. @ 4:54 (Note: I want to help you.)
  (Note: Taken from the dubbed German version, 2001: Odyssee im Weltraum)","Fantastischen Vier, Die","Schizophren","Die 4. Dimension"
"2001: A Space Odyssey","I'm afraid. My mind is going...I can feel it
  I honestly think you ought to sit down calmly, take a stress pill, and 
   think things over
  I feel much better now...I really do","Hanzel und Gretyl","Stress Pill","Ausgeflippt"
"2001: A Space Odyssey","X-Ray Delta One, this is mission control. Roger, you're two-zero-one-three","Hanzel und Gretyl","Star System Wolf 424","Ausgeflippt"
